@relation itdoesntmatter-weka.filters.unsupervised.attribute.Remove-R8-221

@attribute line_number numeric
@attribute num_words numeric
@attribute median_word_length numeric
@attribute mean_word_length numeric
@attribute journal_name {arxiv,jdm,plos}
@attribute expert_annotator numeric
@attribute section_name {abstract,introduction}
@attribute AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH1 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH2 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH3 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH4 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH5 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH6 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH7 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH8 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH9 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH10 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH11 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH12 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH13 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH14 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH15 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH16 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH17 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH18 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH19 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH0AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH1AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH2AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH3AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH4AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH5AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH6AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH7AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH8AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH9AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH10AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH11AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH12AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH13AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH14AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH15AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH16AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH17AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH18AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH19AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute class_label {AIM,BASE,CONT,OWN,MISC}

@data
10,10,4.5,5.7,arxiv,0,introduction,PRON,NOUN,ADV,ADJ,DET,NOUN,ADP,NOUN,NOUN,VERB,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,VERB,NOUN,NOUN,ADP,NOUN,DET,ADJ,ADV,NOUN,PRON,AIM
11,22,6,5.772727,arxiv,0,introduction,ADP,NOUN,PRON,VERB,ADJ,NOUN,ADP,NOUN,NOUN,ADP,DET,NOUN,NOUN,NOUN,PRON,ADV,ADP,VERB,PRT,VERB,VERB,PRT,VERB,ADP,ADV,PRON,NOUN,NOUN,NOUN,DET,ADP,NOUN,NOUN,ADP,NOUN,ADJ,VERB,PRON,NOUN,ADP,OWN
12,7,6,7.428571,arxiv,0,introduction,PRON,NOUN,NOUN,NOUN,VERB,ADV,ADJ,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ADJ,ADV,VERB,NOUN,NOUN,NOUN,PRON,OWN
13,32,5.5,5.53125,arxiv,0,introduction,ADP,ADJ,PRON,VERB,DET,NOUN,PRT,NOUN,NOUN,ADV,ADP,NOUN,DET,NOUN,NOUN,ADP,DET,ADJ,NOUN,NOUN,NOUN,NOUN,ADJ,DET,ADP,NOUN,NOUN,DET,NOUN,ADP,ADV,NOUN,NOUN,PRT,NOUN,DET,VERB,PRON,ADJ,ADP,OWN
14,11,4,4.636364,arxiv,0,introduction,PRON,VERB,DET,NOUN,ADP,DET,ADJ,NOUN,ADP,DET,NOUN,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NOUN,DET,ADP,NOUN,ADJ,DET,ADP,NOUN,DET,VERB,PRON,OWN
15,21,4,5.666667,arxiv,0,introduction,DET,NOUN,VERB,DET,NOUN,ADP,NOUN,VERB,ADV,VERB,DET,VERB,VERB,ADP,NOUN,DET,ADP,NOUN,DET,ADP,ADP,DET,NOUN,ADP,DET,NOUN,ADP,VERB,VERB,DET,VERB,ADV,VERB,NOUN,ADP,NOUN,DET,VERB,NOUN,DET,OWN
16,15,4,5.8,arxiv,0,introduction,DET,ADJ,NOUN,ADP,PRON,NOUN,NOUN,VERB,ADP,DET,ADJ,NOUN,ADV,VERB,ADJ,?,?,?,?,?,?,?,?,?,?,ADJ,VERB,ADV,NOUN,ADJ,DET,ADP,VERB,NOUN,NOUN,PRON,ADP,NOUN,ADJ,DET,OWN
17,15,6,5.666667,arxiv,0,introduction,DET,ADJ,NOUN,VERB,NOUN,NOUN,NOUN,NOUN,DET,ADJ,NOUN,ADP,ADJ,NOUN,NOUN,?,?,?,?,?,?,?,?,?,?,NOUN,NOUN,ADJ,ADP,NOUN,ADJ,DET,NOUN,NOUN,NOUN,NOUN,VERB,NOUN,ADJ,DET,BASE
18,18,4,5.388889,arxiv,0,introduction,ADP,PRON,NOUN,VERB,DET,NOUN,ADP,NOUN,PRON,NOUN,CONJ,NOUN,VERB,VERB,VERB,ADP,DET,NOUN,?,?,?,?,NOUN,DET,ADP,VERB,VERB,VERB,NOUN,CONJ,NOUN,PRON,NOUN,ADP,NOUN,DET,VERB,NOUN,PRON,ADP,OWN
19,12,6,5.583333,arxiv,0,introduction,ADP,ADJ,NOUN,VERB,NOUN,NOUN,VERB,NOUN,CONJ,NOUN,VERB,NOUN,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NOUN,VERB,NOUN,CONJ,NOUN,VERB,NOUN,NOUN,VERB,NOUN,ADJ,ADP,OWN
20,6,4.5,4.666667,arxiv,0,introduction,ADV,PRON,NOUN,VERB,ADV,ADJ,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ADJ,ADV,VERB,NOUN,PRON,ADV,CONT
21,32,5,5.4375,arxiv,0,introduction,DET,NOUN,NOUN,VERB,VERB,PRT,DET,ADJ,NOUN,NOUN,ADP,DET,NOUN,PRON,NOUN,VERB,VERB,PRT,NOUN,PRON,PRON,NOUN,PRT,VERB,VERB,NOUN,PRON,NOUN,DET,ADP,NOUN,NOUN,ADJ,DET,PRT,VERB,VERB,NOUN,NOUN,DET,OWN
22,38,4,4.578947,arxiv,0,introduction,ADP,DET,NOUN,DET,NUM,NOUN,ADP,PRON,NOUN,ADV,VERB,NOUN,PRON,VERB,ADV,VERB,ADV,ADJ,NOUN,NOUN,NOUN,NOUN,ADJ,ADV,VERB,ADV,VERB,PRON,NOUN,VERB,ADV,NOUN,PRON,ADP,NOUN,NUM,DET,NOUN,DET,ADP,OWN
0,22,6,5.909091,arxiv,0,abstract,PRON,VERB,DET,ADJ,ADJ,NOUN,NOUN,NOUN,DET,VERB,ADP,NOUN,ADP,DET,NOUN,ADP,NOUN,.,CONJ,DET,DET,CONJ,.,NOUN,ADP,NOUN,DET,ADP,NOUN,ADP,VERB,DET,NOUN,NOUN,NOUN,ADJ,ADJ,DET,VERB,PRON,AIM
1,26,5,5.192308,arxiv,0,abstract,PRT,VERB,DET,.,PRON,VERB,DET,NOUN,NOUN,ADP,DET,NOUN,NOUN,NOUN,CONJ,NOUN,DET,ADP,DET,ADJ,ADJ,DET,ADP,DET,NOUN,CONJ,NOUN,NOUN,NOUN,DET,ADP,NOUN,NOUN,DET,VERB,PRON,.,DET,VERB,PRT,OWN
2,17,5,5.294118,arxiv,0,abstract,PRON,ADV,DET,NOUN,PRT,NUM,NOUN,.,NOUN,NOUN,CONJ,NOUN,NOUN,.,ADP,NOUN,NOUN,NOUN,?,?,?,?,NOUN,NOUN,NOUN,ADP,.,NOUN,NOUN,CONJ,NOUN,NOUN,.,NOUN,NUM,PRT,NOUN,DET,ADV,PRON,OWN
3,16,3.5,4.1875,arxiv,0,introduction,NOUN,NOUN,VERB,DET,NOUN,ADP,VERB,NOUN,ADP,NOUN,ADP,DET,NOUN,ADP,NOUN,NOUN,?,?,?,?,?,?,?,?,NOUN,NOUN,ADP,NOUN,DET,ADP,NOUN,ADP,NOUN,VERB,ADP,NOUN,DET,VERB,NOUN,NOUN,MISC
4,22,4.5,5.5,arxiv,0,introduction,NOUN,NOUN,NOUN,DET,NOUN,ADP,DET,NOUN,NOUN,.,ADV,DET,NOUN,VERB,VERB,ADV,ADP,DET,NOUN,ADP,ADP,NOUN,DET,ADP,ADV,VERB,VERB,NOUN,DET,ADV,.,NOUN,NOUN,DET,ADP,NOUN,DET,NOUN,NOUN,NOUN,MISC
5,25,6,6.24,arxiv,0,introduction,DET,NOUN,NOUN,NOUN,NOUN,ADJ,NOUN,.,.,NUM,NUM,VERB,DET,NOUN,NOUN,VERB,DET,NOUN,.,.,.,.,NOUN,DET,VERB,NOUN,NOUN,DET,VERB,NUM,NUM,.,.,NOUN,ADJ,NOUN,NOUN,NOUN,NOUN,DET,MISC
6,35,5,5.285714,arxiv,0,introduction,ADP,ADJ,.,.,NUM,NUM,VERB,VERB,ADP,DET,NOUN,ADP,NOUN,ADP,DET,.,ADJ,NOUN,ADJ,NOUN,NOUN,ADJ,NOUN,ADJ,.,DET,ADP,NOUN,ADP,NOUN,DET,ADP,VERB,VERB,NUM,NUM,.,.,ADJ,ADP,MISC
7,42,4,4.857143,arxiv,0,introduction,PRON,VERB,NUM,ADJ,NOUN,ADP,ADJ,NOUN,NOUN,NOUN,NOUN,.,.,NUM,NUM,PRON,VERB,ADV,VERB,DET,DET,VERB,ADV,VERB,PRON,NUM,NUM,.,.,NOUN,NOUN,NOUN,NOUN,ADJ,ADP,NOUN,ADJ,NUM,VERB,PRON,AIM
8,17,4,5.705882,arxiv,0,introduction,PRON,NOUN,ADP,DET,NOUN,VERB,ADP,DET,NOUN,ADP,VERB,ADJ,NOUN,ADP,NOUN,NOUN,?,?,?,?,?,?,?,?,NOUN,NOUN,ADP,NOUN,ADJ,VERB,ADP,NOUN,DET,ADP,VERB,NOUN,DET,ADP,NOUN,PRON,OWN
9,8,7,6.25,arxiv,0,introduction,ADP,DET,NOUN,.,NOUN,VERB,PRT,ADJ,NOUN,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NOUN,ADJ,PRT,VERB,NOUN,.,NOUN,DET,ADP,OWN
10,10,4.5,5.7,arxiv,0,introduction,PRON,NOUN,ADV,ADJ,DET,NOUN,ADP,NOUN,NOUN,VERB,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,VERB,NOUN,NOUN,ADP,NOUN,DET,ADJ,ADV,NOUN,PRON,OWN
11,22,6,5.772727,arxiv,0,introduction,ADP,NOUN,.,PRON,VERB,ADJ,NOUN,.,ADP,NOUN,NOUN,.,ADP,DET,NOUN,NOUN,NOUN,PRON,.,ADV,ADV,.,PRON,NOUN,NOUN,NOUN,DET,ADP,.,NOUN,NOUN,ADP,.,NOUN,ADJ,VERB,PRON,.,NOUN,ADP,OWN
12,7,6,7.428571,arxiv,0,introduction,PRON,NOUN,NOUN,NOUN,VERB,ADV,ADJ,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ADJ,ADV,VERB,NOUN,NOUN,NOUN,PRON,OWN
13,32,5.5,5.53125,arxiv,0,introduction,ADP,ADJ,.,PRON,VERB,DET,NOUN,NOUN,ADV,ADP,NOUN,DET,NOUN,NOUN,ADP,DET,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,DET,ADP,NOUN,NOUN,DET,NOUN,ADP,ADV,NOUN,NOUN,DET,VERB,PRON,.,ADJ,ADP,OWN
14,11,4,4.636364,arxiv,0,introduction,PRON,VERB,DET,NOUN,ADP,DET,ADJ,NOUN,ADP,DET,NOUN,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NOUN,DET,ADP,NOUN,ADJ,DET,ADP,NOUN,DET,VERB,PRON,OWN
15,21,4,5.666667,arxiv,0,introduction,DET,NOUN,VERB,DET,NOUN,ADP,NOUN,VERB,ADV,VERB,.,DET,VERB,VERB,ADP,NOUN,.,DET,ADP,NOUN,NOUN,ADP,DET,.,NOUN,ADP,VERB,VERB,DET,.,VERB,ADV,VERB,NOUN,ADP,NOUN,DET,VERB,NOUN,DET,OWN
16,15,4,5.8,arxiv,0,introduction,DET,ADJ,NOUN,ADP,PRON,NOUN,NOUN,VERB,ADP,DET,ADJ,NOUN,ADV,VERB,ADJ,?,?,?,?,?,?,?,?,?,?,ADJ,VERB,ADV,NOUN,ADJ,DET,ADP,VERB,NOUN,NOUN,PRON,ADP,NOUN,ADJ,DET,OWN
17,14,6.5,6.142857,arxiv,0,introduction,DET,ADJ,NOUN,VERB,NOUN,PRT,NOUN,NOUN,.,DET,ADJ,NOUN,ADP,ADJ,NOUN,NOUN,?,?,?,?,?,?,?,?,NOUN,NOUN,ADJ,ADP,NOUN,ADJ,DET,.,NOUN,NOUN,PRT,NOUN,VERB,NOUN,ADJ,DET,BASE
18,18,4,5.388889,arxiv,0,introduction,ADP,PRON,NOUN,VERB,DET,NOUN,ADP,NOUN,.,PRON,NOUN,CONJ,NOUN,VERB,VERB,VERB,ADP,DET,NOUN,?,?,NOUN,DET,ADP,VERB,VERB,VERB,NOUN,CONJ,NOUN,PRON,.,NOUN,ADP,NOUN,DET,VERB,NOUN,PRON,ADP,OWN
19,12,6,5.583333,arxiv,0,introduction,ADP,ADJ,.,NOUN,VERB,NOUN,.,NOUN,VERB,NOUN,.,CONJ,NOUN,VERB,NOUN,?,?,?,?,?,?,?,?,?,?,NOUN,VERB,NOUN,CONJ,.,NOUN,VERB,NOUN,.,NOUN,VERB,NOUN,.,ADJ,ADP,OWN
20,6,4.5,4.666667,arxiv,0,introduction,ADV,.,PRON,NOUN,VERB,ADV,ADJ,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ADJ,ADV,VERB,NOUN,PRON,.,ADV,OWN
21,32,5,5.4375,arxiv,0,introduction,DET,NOUN,NOUN,VERB,VERB,PRT,DET,ADJ,NOUN,NOUN,.,ADP,DET,NOUN,PRON,NOUN,VERB,VERB,PRT,NOUN,NOUN,PRT,VERB,VERB,NOUN,PRON,NOUN,DET,ADP,.,NOUN,NOUN,ADJ,DET,PRT,VERB,VERB,NOUN,NOUN,DET,OWN
22,38,4,4.578947,arxiv,0,introduction,ADP,DET,NOUN,.,DET,NUM,NOUN,ADP,PRON,NOUN,ADV,VERB,NOUN,.,PRON,VERB,ADV,VERB,ADV,ADJ,ADJ,ADV,VERB,ADV,VERB,PRON,.,NOUN,VERB,ADV,NOUN,PRON,ADP,NOUN,NUM,DET,.,NOUN,DET,ADP,OWN
0,22,6,5.909091,arxiv,1,abstract,PRON,VERB,DET,ADJ,ADJ,NOUN,NOUN,NOUN,DET,VERB,ADP,NOUN,ADP,DET,NOUN,ADP,NOUN,.,CONJ,DET,DET,CONJ,.,NOUN,ADP,NOUN,DET,ADP,NOUN,ADP,VERB,DET,NOUN,NOUN,NOUN,ADJ,ADJ,DET,VERB,PRON,AIM
1,26,5,5.192308,arxiv,1,abstract,PRT,VERB,DET,.,PRON,VERB,DET,NOUN,NOUN,ADP,DET,NOUN,NOUN,NOUN,CONJ,NOUN,DET,ADP,DET,ADJ,ADJ,DET,ADP,DET,NOUN,CONJ,NOUN,NOUN,NOUN,DET,ADP,NOUN,NOUN,DET,VERB,PRON,.,DET,VERB,PRT,BASE
2,17,5,5.294118,arxiv,1,abstract,PRON,ADV,DET,NOUN,PRT,NUM,NOUN,.,NOUN,NOUN,CONJ,NOUN,NOUN,.,ADP,NOUN,NOUN,NOUN,?,?,?,?,NOUN,NOUN,NOUN,ADP,.,NOUN,NOUN,CONJ,NOUN,NOUN,.,NOUN,NUM,PRT,NOUN,DET,ADV,PRON,OWN
3,16,3.5,4.1875,arxiv,1,introduction,NOUN,NOUN,VERB,DET,NOUN,ADP,VERB,NOUN,ADP,NOUN,ADP,DET,NOUN,ADP,NOUN,NOUN,?,?,?,?,?,?,?,?,NOUN,NOUN,ADP,NOUN,DET,ADP,NOUN,ADP,NOUN,VERB,ADP,NOUN,DET,VERB,NOUN,NOUN,MISC
4,22,4.5,5.5,arxiv,1,introduction,NOUN,NOUN,NOUN,DET,NOUN,ADP,DET,NOUN,NOUN,.,ADV,DET,NOUN,VERB,VERB,ADV,ADP,DET,NOUN,ADP,ADP,NOUN,DET,ADP,ADV,VERB,VERB,NOUN,DET,ADV,.,NOUN,NOUN,DET,ADP,NOUN,DET,NOUN,NOUN,NOUN,MISC
5,25,6,6.24,arxiv,1,introduction,DET,NOUN,NOUN,NOUN,NOUN,ADJ,NOUN,.,.,NUM,NUM,VERB,DET,NOUN,NOUN,VERB,DET,NOUN,.,.,.,.,NOUN,DET,VERB,NOUN,NOUN,DET,VERB,NUM,NUM,.,.,NOUN,ADJ,NOUN,NOUN,NOUN,NOUN,DET,MISC
6,35,5,5.285714,arxiv,1,introduction,ADP,ADJ,.,.,NUM,NUM,VERB,VERB,ADP,DET,NOUN,ADP,NOUN,ADP,DET,.,ADJ,NOUN,ADJ,NOUN,NOUN,ADJ,NOUN,ADJ,.,DET,ADP,NOUN,ADP,NOUN,DET,ADP,VERB,VERB,NUM,NUM,.,.,ADJ,ADP,MISC
7,42,4,4.857143,arxiv,1,introduction,PRON,VERB,NUM,ADJ,NOUN,ADP,ADJ,NOUN,NOUN,NOUN,NOUN,.,.,NUM,NUM,PRON,VERB,ADV,VERB,DET,DET,VERB,ADV,VERB,PRON,NUM,NUM,.,.,NOUN,NOUN,NOUN,NOUN,ADJ,ADP,NOUN,ADJ,NUM,VERB,PRON,CONT
8,17,4,5.705882,arxiv,1,introduction,PRON,NOUN,ADP,DET,NOUN,VERB,ADP,DET,NOUN,ADP,VERB,ADJ,NOUN,ADP,NOUN,NOUN,?,?,?,?,?,?,?,?,NOUN,NOUN,ADP,NOUN,ADJ,VERB,ADP,NOUN,DET,ADP,VERB,NOUN,DET,ADP,NOUN,PRON,OWN
9,8,7,6.25,arxiv,1,introduction,ADP,DET,NOUN,.,NOUN,VERB,PRT,ADJ,NOUN,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NOUN,ADJ,PRT,VERB,NOUN,.,NOUN,DET,ADP,OWN
10,10,4.5,5.7,arxiv,1,introduction,PRON,NOUN,ADV,ADJ,DET,NOUN,ADP,NOUN,NOUN,VERB,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,VERB,NOUN,NOUN,ADP,NOUN,DET,ADJ,ADV,NOUN,PRON,OWN
11,22,6,5.772727,arxiv,1,introduction,ADP,NOUN,.,PRON,VERB,ADJ,NOUN,.,ADP,NOUN,NOUN,.,ADP,DET,NOUN,NOUN,NOUN,PRON,.,ADV,ADV,.,PRON,NOUN,NOUN,NOUN,DET,ADP,.,NOUN,NOUN,ADP,.,NOUN,ADJ,VERB,PRON,.,NOUN,ADP,OWN
12,7,6,7.428571,arxiv,1,introduction,PRON,NOUN,NOUN,NOUN,VERB,ADV,ADJ,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ADJ,ADV,VERB,NOUN,NOUN,NOUN,PRON,OWN
13,32,5.5,5.53125,arxiv,1,introduction,ADP,ADJ,.,PRON,VERB,DET,NOUN,NOUN,ADV,ADP,NOUN,DET,NOUN,NOUN,ADP,DET,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,DET,ADP,NOUN,NOUN,DET,NOUN,ADP,ADV,NOUN,NOUN,DET,VERB,PRON,.,ADJ,ADP,OWN
14,11,4,4.636364,arxiv,1,introduction,PRON,VERB,DET,NOUN,ADP,DET,ADJ,NOUN,ADP,DET,NOUN,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NOUN,DET,ADP,NOUN,ADJ,DET,ADP,NOUN,DET,VERB,PRON,OWN
15,21,4,5.666667,arxiv,1,introduction,DET,NOUN,VERB,DET,NOUN,ADP,NOUN,VERB,ADV,VERB,.,DET,VERB,VERB,ADP,NOUN,.,DET,ADP,NOUN,NOUN,ADP,DET,.,NOUN,ADP,VERB,VERB,DET,.,VERB,ADV,VERB,NOUN,ADP,NOUN,DET,VERB,NOUN,DET,OWN
16,15,4,5.8,arxiv,1,introduction,DET,ADJ,NOUN,ADP,PRON,NOUN,NOUN,VERB,ADP,DET,ADJ,NOUN,ADV,VERB,ADJ,?,?,?,?,?,?,?,?,?,?,ADJ,VERB,ADV,NOUN,ADJ,DET,ADP,VERB,NOUN,NOUN,PRON,ADP,NOUN,ADJ,DET,OWN
17,14,6.5,6.142857,arxiv,1,introduction,DET,ADJ,NOUN,VERB,NOUN,PRT,NOUN,NOUN,.,DET,ADJ,NOUN,ADP,ADJ,NOUN,NOUN,?,?,?,?,?,?,?,?,NOUN,NOUN,ADJ,ADP,NOUN,ADJ,DET,.,NOUN,NOUN,PRT,NOUN,VERB,NOUN,ADJ,DET,MISC
18,18,4,5.388889,arxiv,1,introduction,ADP,PRON,NOUN,VERB,DET,NOUN,ADP,NOUN,.,PRON,NOUN,CONJ,NOUN,VERB,VERB,VERB,ADP,DET,NOUN,?,?,NOUN,DET,ADP,VERB,VERB,VERB,NOUN,CONJ,NOUN,PRON,.,NOUN,ADP,NOUN,DET,VERB,NOUN,PRON,ADP,OWN
19,12,6,5.583333,arxiv,1,introduction,ADP,ADJ,.,NOUN,VERB,NOUN,.,NOUN,VERB,NOUN,.,CONJ,NOUN,VERB,NOUN,?,?,?,?,?,?,?,?,?,?,NOUN,VERB,NOUN,CONJ,.,NOUN,VERB,NOUN,.,NOUN,VERB,NOUN,.,ADJ,ADP,OWN
20,6,4.5,4.666667,arxiv,1,introduction,ADV,.,PRON,NOUN,VERB,ADV,ADJ,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ADJ,ADV,VERB,NOUN,PRON,.,ADV,OWN
21,32,5,5.4375,arxiv,1,introduction,DET,NOUN,NOUN,VERB,VERB,PRT,DET,ADJ,NOUN,NOUN,.,ADP,DET,NOUN,PRON,NOUN,VERB,VERB,PRT,NOUN,NOUN,PRT,VERB,VERB,NOUN,PRON,NOUN,DET,ADP,.,NOUN,NOUN,ADJ,DET,PRT,VERB,VERB,NOUN,NOUN,DET,OWN
22,38,4,4.578947,arxiv,1,introduction,ADP,DET,NOUN,.,DET,NUM,NOUN,ADP,PRON,NOUN,ADV,VERB,NOUN,.,PRON,VERB,ADV,VERB,ADV,ADJ,ADJ,ADV,VERB,ADV,VERB,PRON,.,NOUN,VERB,ADV,NOUN,PRON,ADP,NOUN,NUM,DET,.,NOUN,DET,ADP,OWN
0,23,3,4.956522,arxiv,0,abstract,ADP,DET,NOUN,NOUN,NOUN,DET,NOUN,VERB,PRT,VERB,DET,NOUN,ADP,NOUN,PRT,DET,NOUN,ADP,NOUN,VERB,VERB,NOUN,ADP,NOUN,DET,PRT,NOUN,ADP,NOUN,DET,VERB,PRT,VERB,NOUN,DET,NOUN,NOUN,NOUN,DET,ADP,MISC
1,29,4,4.965517,arxiv,0,abstract,ADP,DET,ADJ,NOUN,NOUN,NOUN,NUM,VERB,ADV,VERB,NOUN,ADP,DET,ADJ,CONJ,NOUN,CONJ,DET,NOUN,VERB,VERB,NOUN,DET,CONJ,NOUN,CONJ,ADJ,DET,ADP,NOUN,VERB,ADV,VERB,NUM,NOUN,NOUN,NOUN,ADJ,DET,ADP,MISC
2,13,3,5.615385,arxiv,0,abstract,NOUN,VERB,DET,NOUN,VERB,ADP,DET,NOUN,ADP,NOUN,VERB,ADP,NOUN,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NOUN,ADP,VERB,NOUN,ADP,NOUN,DET,ADP,VERB,NOUN,DET,VERB,NOUN,MISC
3,23,7,6.043478,arxiv,0,abstract,VERB,VERB,PRT,ADJ,ADV,VERB,ADJ,NOUN,NOUN,CONJ,ADJ,NOUN,VERB,VERB,VERB,ADP,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADP,ADP,VERB,VERB,VERB,NOUN,ADJ,CONJ,NOUN,NOUN,ADJ,VERB,ADV,ADJ,PRT,VERB,VERB,MISC
4,16,4,4.375,arxiv,0,abstract,PRON,VERB,ADP,VERB,VERB,VERB,ADP,NOUN,ADJ,NOUN,ADJ,PRT,DET,VERB,ADP,NOUN,?,?,?,?,?,?,?,?,NOUN,ADP,VERB,DET,PRT,ADJ,NOUN,ADJ,NOUN,ADP,VERB,VERB,VERB,ADP,VERB,PRON,AIM
